timestamp,call_id,room_name,duration_s,turn_count,tool_count,e2e_min_ms,e2e_avg_ms,e2e_max_ms,stt_avg_ms,llm_ttft_avg_ms,llm_dur_avg_ms,tts_ttfb_avg_ms,tts_dur_avg_ms
2026-01-29T12:14:02.646090+01:00,AJ_iVxoLtwLnGzo,{unique-id},37.81,3,1,2636,3590,4544,5000,718,1507,339,2920
