timestamp,call_id,room_name,duration_s,turn_count,tool_count,e2e_min_ms,e2e_avg_ms,e2e_max_ms,stt_avg_ms,llm_ttft_avg_ms,llm_dur_avg_ms,tts_ttfb_avg_ms,tts_dur_avg_ms
2026-01-29T07:49:07.699687+01:00,AJ_JgWRDGGV9Zrn,{unique-id},69.25,1,2,0,0,0,5000,564,1899,795,3979
