timestamp,call_id,room_name,duration_s,turn_count,tool_count,e2e_min_ms,e2e_avg_ms,e2e_max_ms,stt_avg_ms,llm_ttft_avg_ms,llm_dur_avg_ms,tts_ttfb_avg_ms,tts_dur_avg_ms
2026-01-29T12:22:28.380506+01:00,AJ_qJhtL8YunpnS,{unique-id},117.43,5,2,1562,3741,6965,5000,688,1501,271,3426
